iter	Passed	Remaining
561	14010	10919
562	14035	10894
563	14056	10866
564	14078	10839
565	14098	10810
566	14123	10786
567	14146	10759
568	14170	10733
569	14191	10706
570	14215	10680
571	14241	10656
572	14266	10631
573	14287	10603
574	14309	10576
575	14334	10552
576	14360	10527
577	14381	10500
578	14403	10473
579	14427	10447
580	14453	10423
581	14478	10398
582	14500	10372
583	14521	10344
584	14547	10320
585	14569	10293
586	14591	10266
587	14612	10238
588	14632	10210
589	14655	10183
590	14677	10157
591	14696	10128
592	14718	10101
593	14739	10074
594	14763	10049
595	14787	10024
596	14811	9998
597	14835	9973
598	14862	9949
599	14890	9926
600	14915	9902
601	14936	9875
602	14961	9850
603	14983	9823
604	15008	9798
605	15030	9772
606	15054	9747
607	15079	9722
608	15103	9697
609	15127	9671
610	15154	9648
611	15184	9626
612	15214	9605
613	15236	9578
614	15261	9553
615	15285	9528
616	15313	9505
617	15341	9483
618	15369	9459
619	15395	9436
620	15421	9412
621	15449	9389
622	15476	9365
623	15503	9341
624	15528	9317
625	15555	9293
626	15577	9267
627	15600	9241
628	15623	9215
629	15647	9189
630	15672	9165
631	15692	9137
632	15714	9111
633	15737	9084
634	15758	9058
635	15782	9032
636	15806	9007
637	15832	8983
638	15859	8959
639	15887	8936
640	15910	8910
641	15931	8883
642	15952	8856
643	15976	8831
644	16000	8806
645	16023	8780
646	16046	8754
647	16069	8728
648	16094	8704
649	16115	8677
650	16137	8651
651	16163	8626
652	16187	8602
653	16210	8576
654	16233	8550
655	16257	8525
656	16282	8500
657	16307	8475
658	16329	8449
659	16353	8424
660	16374	8398
661	16399	8372
662	16421	8347
663	16448	8323
664	16480	8302
665	16507	8278
666	16526	8250
667	16548	8224
668	16568	8197
669	16588	8170
670	16613	8145
671	16632	8118
672	16652	8091
673	16671	8063
674	16692	8037
675	16712	8010
676	16734	7983
677	16759	7959
678	16780	7933
679	16802	7906
680	16826	7881
681	16850	7856
682	16870	7830
683	16893	7804
684	16920	7780
685	16947	7757
686	16973	7733
687	16998	7708
688	17026	7685
689	17052	7661
690	17075	7635
691	17097	7609
692	17120	7584
693	17143	7558
694	17163	7532
695	17183	7505
696	17208	7480
697	17231	7455
698	17253	7429
699	17276	7404
700	17298	7378
701	17319	7351
702	17342	7326
703	17362	7300
704	17383	7273
705	17406	7248
706	17430	7223
707	17460	7201
708	17491	7179
709	17514	7153
710	17535	7127
711	17558	7102
712	17580	7076
713	17603	7051
714	17625	7025
715	17649	7000
716	17673	6975
717	17698	6951
718	17718	6924
719	17743	6900
720	17765	6874
721	17786	6848
722	17807	6822
723	17831	6797
724	17853	6771
725	17875	6746
726	17902	6722
727	17928	6698
728	17955	6674
729	17981	6650
730	18005	6625
731	18031	6601
732	18057	6577
733	18082	6553
734	18105	6527
735	18128	6502
736	18155	6478
737	18179	6454
738	18203	6429
739	18225	6403
740	18247	6378
741	18270	6352
742	18294	6328
743	18315	6301
744	18337	6276
745	18363	6252
746	18388	6227
747	18409	6202
748	18433	6177
749	18462	6154
750	18492	6131
751	18512	6105
752	18535	6079
753	18556	6054
754	18579	6029
755	18601	6003
756	18621	5977
757	18641	5951
758	18660	5925
759	18682	5899
760	18705	5874
761	18725	5848
762	18749	5823
763	18773	5799
764	18795	5773
765	18816	5748
766	18839	5723
767	18862	5698
768	18894	5675
769	18920	5651
770	18946	5627
771	18971	5602
772	19000	5579
773	19043	5560
774	19108	5547
775	19142	5525
776	19175	5503
777	19217	5483
778	19251	5461
779	19281	5438
780	19322	5418
781	19362	5397
782	19401	5377
783	19450	5358
784	19513	5344
785	19559	5325
786	19605	5306
787	19650	5286
788	19679	5262
789	19704	5237
790	19729	5212
791	19755	5188
792	19781	5163
793	19813	5140
794	19846	5117
795	19879	5094
796	19917	5073
797	19958	5052
798	19987	5028
799	20015	5003
800	20046	4980
801	20073	4955
802	20100	4931
803	20126	4906
804	20153	4881
805	20184	4858
806	20217	4835
807	20244	4810
808	20272	4786
809	20296	4760
810	20317	4734
811	20341	4709
812	20368	4684
813	20397	4660
814	20425	4636
815	20460	4613
816	20516	4595
817	20560	4574
818	20595	4551
819	20639	4530
820	20676	4508
821	20715	4485
822	20753	4463
823	20794	4441
824	20832	4419
825	20873	4397
826	20924	4377
827	20955	4353
828	20992	4330
829	21031	4307
830	21072	4285
831	21111	4262
832	21150	4240
833	21192	4218
834	21234	4196
835	21283	4175
836	21317	4151
837	21340	4125
838	21360	4098
839	21383	4073
840	21404	4046
841	21430	4021
842	21455	3995
843	21478	3969
844	21497	3943
845	21519	3917
846	21541	3891
847	21562	3864
848	21584	3838
849	21608	3813
850	21638	3788
851	21666	3763
852	21694	3738
853	21721	3713
854	21749	3688
855	21776	3663
856	21808	3639
857	21831	3613
858	21853	3587
859	21875	3561
860	21897	3535
861	21917	3508
862	21941	3483
863	21963	3457
864	21983	3430
865	22006	3405
866	22036	3380
867	22065	3355
868	22097	3331
869	22124	3305
870	22152	3280
871	22182	3256
872	22208	3230
873	22233	3205
874	22255	3179
875	22276	3153
876	22298	3127
877	22321	3101
878	22342	3075
879	22366	3049
880	22386	3023
881	22411	2998
882	22434	2972
883	22457	2946
884	22477	2920
885	22498	2894
886	22517	2868
887	22538	2842
888	22556	2816
889	22576	2790
890	22596	2764
891	22616	2738
892	22635	2712
893	22655	2686
894	22676	2660
895	22697	2634
896	22718	2608
897	22739	2582
898	22761	2557
899	22781	2531
900	22802	2505
901	22822	2479
902	22847	2454
903	22888	2430
904	22926	2406
905	22960	2382
906	22987	2357
907	23010	2331
908	23030	2305
909	23052	2279
910	23073	2254
911	23094	2228
912	23116	2202
913	23137	2177
914	23158	2151
915	23179	2125
916	23199	2099
917	23220	2074
918	23241	2048
919	23264	2022
920	23285	1997
921	23306	1971
922	23328	1946
923	23348	1920
924	23370	1894
925	23391	1869
926	23421	1844
927	23444	1818
928	23465	1793
929	23485	1767
930	23507	1742
931	23546	1717
932	23569	1692
933	23595	1667
934	23621	1642
935	23641	1616
936	23662	1590
937	23683	1565
938	23702	1539
939	23723	1514
940	23743	1488
941	23764	1463
942	23785	1437
943	23806	1412
944	23827	1386
945	23850	1361
946	23872	1336
947	23893	1310
948	23921	1285
949	23959	1261
950	23997	1236
951	24030	1211
952	24055	1186
953	24079	1161
954	24103	1135
955	24127	1110
956	24152	1085
957	24177	1059
958	24222	1035
959	24256	1010
960	24277	985
961	24307	960
962	24338	935
963	24359	909
964	24383	884
965	24407	859
966	24429	833
967	24450	808
968	24471	782
969	24493	757
970	24515	732
971	24536	706
972	24556	681
973	24577	656
974	24600	630
975	24626	605
976	24661	580
977	24684	555
978	24704	529
979	24726	504
980	24747	479
981	24767	453
982	24788	428
983	24809	403
984	24831	378
985	24855	352
986	24881	327
987	24907	302
988	24940	277
989	24967	252
990	24991	226
991	25017	201
992	25052	176
993	25083	151
994	25112	126
995	25149	101
996	25178	75
997	25208	50
998	25230	25
999	25255	0
