iter	RMSE
883	32.46446182
884	32.44565862
885	32.41973185
886	32.40002828
887	32.39392162
888	32.38736897
889	32.37762502
890	32.36579553
891	32.34042313
892	32.33400189
893	32.31332222
894	32.29305826
895	32.27584524
896	32.26369788
897	32.25110096
898	32.23666736
899	32.22702576
900	32.22282369
901	32.20925436
902	32.19108766
903	32.16321858
904	32.14676498
905	32.12724236
906	32.11782994
907	32.10435006
908	32.08849701
909	32.07524869
910	32.04950713
911	32.02737197
912	31.99586536
913	31.96702751
914	31.94755711
915	31.93237593
916	31.92113499
917	31.90613445
918	31.89642897
919	31.86585924
920	31.8456271
921	31.82830269
922	31.82490066
923	31.81694586
924	31.8013615
925	31.79167881
926	31.76036599
927	31.7428127
928	31.72789526
929	31.71032337
930	31.69682346
931	31.68652809
932	31.67274253
933	31.65343893
934	31.63252832
935	31.61441833
936	31.58279502
937	31.57252192
938	31.5637042
939	31.55117248
940	31.54345559
941	31.52784732
942	31.51113593
943	31.49436026
944	31.47341726
945	31.46043237
946	31.4559481
947	31.44582282
948	31.4365309
949	31.42363768
950	31.4176946
951	31.4110201
952	31.40154995
953	31.39199072
954	31.37012176
955	31.34905755
956	31.3275184
957	31.31135583
958	31.29590041
959	31.28178
960	31.27513087
961	31.26939409
962	31.25105894
963	31.23531678
964	31.20701093
965	31.19034848
966	31.17636539
967	31.16147056
968	31.15378457
969	31.1220211
970	31.10830596
971	31.08860779
972	31.07573755
973	31.06644513
974	31.05855529
975	31.04671354
976	31.02570575
977	31.00506815
978	30.99508208
979	30.9802453
980	30.97097832
981	30.96528241
982	30.95341879
983	30.93812164
984	30.92439653
985	30.91830293
986	30.90476902
987	30.895052
988	30.87374146
989	30.85972001
990	30.84930228
991	30.84332235
992	30.82837268
993	30.81135473
994	30.79643026
995	30.78512049
996	30.77667413
997	30.76223269
998	30.73888527
999	30.72009687
